Gene,Pattern_1 x Pattern_3,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
S100G,vsBoth,2072,3,2,482.767353257713,1.47367331194925e-105,4.52713637108952e-105,-12.9500255266603,-3.29460826229307,20.4951362962175,2.348759499558e-38,0.00098558971034501,2.37919484771543e-93,1.27218446069158e-37,0.00304442461503534,1.98320397842738e-92
UGCG,vsBoth,2072,3,2,296.096591429721,5.05175309086814e-65,1.1507554875986e-64,-9.69184488498933,-2.03444745471186,16.2411193877941,3.26575422336902e-22,0.0419065013749385,2.5816985677083e-59,1.50291034619309e-21,0.112150708530174,1.66386021484373e-58
STC2,vsBoth,2072,3,2,268.312785101783,5.45279289797346e-59,1.18240507072746e-58,-10.2297833249628,-3.16956804627065,15.0033833521684,1.45845322463551e-24,0.00152665706641413,6.97702425416117e-51,6.89488344470797e-24,0.00465018109641438,4.19674008440985e-50
CFB,vsBoth,2072,3,2,210.677282984571,1.78652570248735e-46,3.50867955444972e-46,-9.25544006769106,-3.04939617682061,13.194092910897,2.1334971928076e-20,0.00229301874629116,9.48901838747567e-40,9.62657111334868e-20,0.0068811272041235,5.20516565824218e-39
WFDC2,vsBoth,2072,3,2,205.199695742232,2.76345390886622e-45,5.37456551363882e-45,-8.38608935531167,-2.07855346717592,13.3870889368359,5.02581390066388e-17,0.0376584117298514,7.19457657887811e-41,2.16715124564459e-16,0.101203068467264,3.98530365869725e-40
SCGB2A2,vsBoth,2072,3,2,199.131121630779,5.74415764395908e-44,1.1033007928695e-43,-9.21154608730694,-3.23703334059721,12.7085817094272,3.21460847852787e-20,0.00120779299887108,5.29867325282858e-37,1.44729978834534e-19,0.00370838768296533,2.83202010639117e-36
MRPL13,vsBoth,2072,3,2,173.458358779002,2.15772439230955e-38,3.93753595749542e-38,-8.17324035276707,-2.48335621024138,12.0897621593598,3.00215051732863e-16,0.0130150867258831,1.19632545330904e-33,1.27913812168121e-15,0.0364866554280312,6.19801045664475e-33
S100A6,vsBoth,2072,3,2,163.703917052427,2.83234452169233e-36,5.05847379493283e-36,-8.28425127200584,-2.84808702734865,11.5612725553143,1.18854433273586e-16,0.00439828953293979,6.47421630805352e-31,5.0960254822759e-16,0.0128672103760182,3.26897365092499e-30
TPD52,vsBoth,2072,3,2,158.777387903734,3.326046305406e-35,5.88616641461676e-35,-8.45164065654309,-3.18337175723968,11.2136484605036,2.87237502702282e-17,0.00145570581505534,3.49484311450111e-29,1.24270114016334e-16,0.00444130252445185,1.73287661243643e-28
SERPINA3,vsBoth,2072,3,2,156.475143853988,1.05160885548729e-34,1.85285545644814e-34,-12.5059078133229,-10.9654704058848,3.5027797314095,6.93035395123221e-36,5.60085339115802e-28,0.000460430041907324,3.66643617085622e-35,2.74570360342933e-27,0.00145785377449273
SMS,vsBoth,2072,3,2,148.604204218595,5.38278532984987e-33,9.32825478944068e-33,-7.71830229410726,-2.4914243832531,11.1106642963731,1.17889341766773e-14,0.0127232046662912,1.11328210198723e-28,4.91408262641981e-14,0.0357068849271053,5.49411469227267e-28
MGP,vsBoth,2072,3,2,147.13239389203,1.12358675681916e-32,1.94001710137107e-32,-10.8101286214417,-7.04984882947147,8.1104657785898,3.08237582843031e-27,1.79112272495445e-12,5.04260886937333e-16,1.49866460894854e-26,7.20593757124146e-12,2.14120235185999e-15
BZW1,vsBoth,2072,3,2,136.222475040693,2.62824223090716e-30,4.42837094897684e-30,-8.06786563302848,-3.26389431931785,10.2334361125385,7.15377125808294e-16,0.00109892147136046,1.40445882126166e-24,3.03097726978907e-15,0.00338418698105793,6.64119806941944e-24
SNHG25,vsBoth,2072,3,2,127.390175544343,2.17557899053912e-28,3.59258577386301e-28,-7.40140227198189,-2.63245824291916,10.145261732424,1.34753832939791e-13,0.00847694426191948,3.47844727533003e-24,5.51935162338242e-13,0.0241791817253377,1.63668456174131e-23
APP,vsBoth,2072,3,2,124.081195174746,1.13791759785652e-27,1.8668575384828e-27,-7.83955645866002,-3.30163909877471,9.67156292442059,4.52140634842289e-15,0.000961216610684358,3.98248926284715e-22,1.89592842239695e-14,0.00297143965740477,1.83106332896958e-21
CYB5A,vsBoth,2072,3,2,122.924630795561,2.02887634071285e-27,3.31982289335813e-27,-6.97517242022382,-2.2095871831499,10.1287215874561,3.05495913720716e-12,0.0271338256298096,4.12000620340201e-24,1.22476870946565e-11,0.0738820779998931,1.93702799318503e-23
GPRC5A,vsBoth,2072,3,2,118.276198042649,2.07324164932192e-26,3.35231775265558e-26,-6.75299243491661,-2.05552898705065,9.98120337002073,1.44826495531904e-11,0.0398279388319263,1.84218856968712e-23,5.73628016210072e-11,0.106807881161324,8.60493704903524e-23
VIM,vsBoth,2072,3,2,118.031389708442,2.3432001103473e-26,3.78536167159571e-26,-7.20569341152667,-2.63902804094298,9.71758035609993,5.77492084436242e-13,0.00831441033573357,2.53739273283231e-22,2.34080966356915e-12,0.0237336890683254,1.16879532166693e-21
ANO1,vsBoth,2072,3,2,115.372225078205,8.85604147572478e-26,1.42156595813303e-25,-7.63072093162412,-3.27981112321852,9.2755469076655,2.33444527218508e-14,0.00103876604484427,1.76710121889791e-20,9.68429651375775e-14,0.00320338865680346,7.97877017211584e-20
TIMP1,vsBoth,2072,3,2,115.29679156142,9.19644169664185e-26,1.4757598826451e-25,-2.51693861558448,-7.05106728825283,-9.43253420843812,0.0118379451667662,1.77550603638278e-12,4.0029843847506e-21,0.0333052885753107,7.14358997806803e-12,1.81922864804836e-20
BHLHE40,vsBoth,2072,3,2,112.976757504191,2.93365349462763e-25,4.6814371224949e-25,-6.95520114606219,-2.45985422599909,9.56274062132503,3.52059351717e-12,0.0138993458730057,1.14678882066282e-21,1.40965158381806e-11,0.0388345360166648,5.24687467764701e-21
HSPD1,vsBoth,2072,3,2,110.981733661305,7.95468047322992e-25,1.26424623396967e-24,-7.32557142682138,-3.00382472068708,9.20770720528802,2.37882884030955e-13,0.00266608873257268,3.33165034164234e-20,9.70351897975946e-13,0.00795811335716214,1.49965638317863e-19
PRDX4,vsBoth,2072,3,2,110.266872135608,1.13724214911874e-24,1.80472608994571e-24,-8.00293236768858,-3.96120400965304,8.6368199140619,1.21490676874002e-15,7.45727829294823e-05,5.77993876532263e-18,5.13542610960512e-15,0.000246370712116582,2.52491839658473e-17
