Gene,Pattern_1 x Pattern_2,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
B3GAT2,vsBoth,1766,3,2,126.943325327938,2.72023953254029e-28,1.05790973603176e-27,-2.23323981361085,-9.03861936166095,-9.49682139326263,0.0255331341205189,1.58663008334029e-19,2.16394761886172e-21,0.0726227749251232,1.38588191424408e-18,2.0106747396499e-20
AC239799.2,vsBoth,1766,3,2,118.375004015155,1.97330620026489e-26,7.3249319615225e-26,-8.98800542907015,-2.59330842928984,8.95792278936382,2.5175760525341e-19,0.00950574801811447,3.30852032183191e-19,2.18254342642227e-18,0.0290808120738869,2.85082351018678e-18
TERC,vsBoth,1766,3,2,104.154928305773,2.41570938694394e-23,8.15999460432889e-23,-2.37786022607402,-8.39903860564966,-8.40123842176098,0.0174134251897352,4.501488166952e-17,4.41794366055009e-17,0.0508078166008055,3.60845216957862e-16,3.54205318457656e-16
AC091982.3,vsBoth,1766,3,2,98.8664650477631,3.39953793864218e-22,1.11046684506286e-21,-1.96670058969384,-7.97413894124271,-8.38331897436548,0.0492177388774737,1.53446839108191e-15,5.14557875357927e-17,0.134100662369746,1.1639566980559e-14,4.11414480165504e-16
AC007749.2,vsBoth,1766,3,2,95.2162160542857,2.10892623740254e-21,6.70699910179183e-21,-2.56892428023408,-8.19982422842394,-7.85562519577828,0.0102014745496853,2.40738770436002e-16,3.97782930835815e-15,0.0310125824864164,1.8759277058971e-15,2.97779894532891e-14
AL355994.3,vsBoth,1766,3,2,94.9374776179457,2.42431289967827e-21,7.69271272251994e-21,-2.31821739400909,-8.04674359183403,-7.99273371056364,0.0204375091747066,8.50260599832505e-16,1.31978996402905e-15,0.058969963181368,6.50618258806234e-15,1.00325841965017e-14
CD52,vsBoth,1766,3,2,92.1733890072501,9.65612519524208e-21,2.99983622732187e-20,-2.04191782824172,-7.7858516357932,-8.01510286723016,0.0411596829953238,6.92451701095629e-15,1.1004487539753e-15,0.113577685884253,5.12959301294633e-14,8.38703979793568e-15
LINC01674,vsBoth,1766,3,2,86.2497335303897,1.86684530143575e-19,5.557029471619e-19,-2.25500414742559,-7.69600946958972,-7.59140588276045,0.0241330684562621,1.4038141159948e-14,3.16452985987626e-14,0.0688771717723609,1.02555617541919e-13,2.27835146040236e-13
SUCLG2-AS1,vsBoth,1766,3,2,85.7903317831542,2.34890878923877e-19,6.96655658948518e-19,-3.98545478974137,-8.55084815338791,-6.36327519595347,6.73510007111601e-05,1.2218728420036e-17,1.97496371820386e-10,0.00028122193321521,9.97327616045383e-17,1.20136977702272e-09
CCDC15,vsBoth,1766,3,2,82.9228531400995,9.85215484095135e-19,2.85766400947594e-18,-7.66347511638419,-2.41745730208649,7.34970610380131,1.80968344925092e-14,0.015629367550073,1.98643136043303e-13,1.31664406969512e-13,0.0459776540550692,1.38326439409526e-12
AL121757.2,vsBoth,1766,3,2,82.3689558347096,1.29959640235507e-18,3.75976838847518e-18,-3.44233206488407,-8.17109055877194,-6.59309019975204,0.000576721827084241,3.05614115776109e-16,4.30764676205614e-11,0.00215558187525161,2.37216129977294e-15,2.69829299004278e-10
AL132712.2,vsBoth,1766,3,2,77.868335843209,1.23340502700207e-17,3.44829730848166e-17,-3.04365109823014,-7.79771970101557,-6.62966576274857,0.00233726035718424,6.3035830713189e-15,3.36447821149926e-11,0.00797522087957148,4.67937929459186e-14,2.11817624839505e-10
AC004801.3,vsBoth,1766,3,2,76.5879873227304,2.33953670285384e-17,6.48688331510527e-17,-2.37032160667082,-7.39119530135955,-7.00433636522612,0.0177726182899363,1.45514697404323e-13,2.48159267741463e-12,0.0517646649119932,1.0208832900488e-12,1.64661908567349e-11
AC092801.1,vsBoth,1766,3,2,75.517923649486,3.99476500877706e-17,1.09858628380156e-16,-3.63412802520523,-7.97726833984141,-6.05398275698716,0.000278922345401304,1.4960733944545e-15,1.41307742788187e-09,0.00108630842445972,1.13517909783529e-14,8.24840168522329e-09
STARD4-AS1,vsBoth,1766,3,2,75.1170208779276,4.88141990623212e-17,1.33894885215834e-16,-3.20761592968769,-7.76531288920055,-6.35492693770609,0.00133840105630384,8.14439158513334e-15,2.08525709015575e-10,0.00475565429316055,6.01532560416834e-14,1.26706523996111e-09
AC015813.4,vsBoth,1766,3,2,74.9870807006237,5.2090954913459e-17,1.42790499939247e-16,-3.22183967623169,-7.76670665612655,-6.33696599070928,0.0012737038482703,8.05531058686333e-15,2.34333690585821e-10,0.00453712484790306,5.95130082786816e-14,1.42023536438476e-09
TRBC2,vsBoth,1766,3,2,74.0731655944282,8.22652577234933e-17,2.23825261069066e-16,-4.59027929835322,-8.27905211040196,-5.13720876233621,4.42653288649773e-06,1.24159599886925e-16,2.78849134735398e-07,2.07199766574835e-05,9.78391823276415e-16,1.42762942543493e-06
C1R,vsBoth,1766,3,2,73.6323313912862,1.02551588894455e-16,2.77914281611596e-16,-2.16603966740114,-7.15814946817996,-6.96479783796457,0.0303081558634337,8.17733703094048e-13,3.28875669136373e-12,0.0852671053142584,5.53155774219295e-12,2.16830167848277e-11
VEPH1,vsBoth,1766,3,2,71.8583694793015,2.48973616804403e-16,6.66064254526077e-16,-5.19735546911118,-8.34101589190296,-4.37408647168234,2.02143593558041e-07,7.36549953034615e-17,1.21942039324734e-05,1.04525696681438e-06,5.8532928620176e-16,5.47978279808706e-05
AL355075.4,vsBoth,1766,3,2,70.3648099850634,5.2538255916871e-16,1.38898832943319e-15,-5.30521175859692,-8.28832136662034,-4.14954453192658,1.12542271687993e-07,1.14857899183214e-16,3.33137476068238e-05,5.91355669315826e-07,9.06674936650083e-16,0.000143612973547175
AP001267.3,vsBoth,1766,3,2,70.3501642313004,5.29243992108591e-16,1.39884821299906e-15,-2.87774594938294,-7.40411845340649,-6.31220004769874,0.00400527553010837,1.32024539359582e-13,2.75096299819446e-10,0.0130958120569907,9.27943905213059e-13,1.66141046799075e-09
IGLC3,vsBoth,1766,3,2,70.2630662828524,5.52801249336694e-16,1.4607483661124e-15,-2.90577990916464,-7.4144045807062,-6.28732871313204,0.00366339026625834,1.22172432107781e-13,3.22975045313114e-10,0.0120732981238168,8.59913951317258e-13,1.94678262393247e-09
PMM2,vsBoth,1766,3,2,69.1706370291204,9.54524355491972e-16,2.50046700142034e-15,-4.1914323280165,-7.9175819950977,-5.19063604631385,2.77198872309951e-05,2.42173922605664e-15,2.09576926727809e-07,0.000120491308282244,1.82473185172413e-14,1.08279233135353e-06
AC090796.1,vsBoth,1766,3,2,68.2666203691469,1.50000165334448e-15,3.90431316669077e-15,-2.13250720460232,-6.91902442410368,-6.67779128829026,0.0329651728489544,4.54764461723994e-12,2.42570151140126e-11,0.0922408564226725,2.97775143391602e-11,1.53688587918592e-10
LRRC49,vsBoth,1766,3,2,67.9210984065321,1.78287493186419e-15,4.62469992418845e-15,-2.85997048306193,-7.29129644077871,-6.17952240310852,0.00423680440382332,3.06986454690823e-13,6.42958101701658e-10,0.0137857048477468,2.11783574989537e-12,3.82175526193287e-09
FOXH1,vsBoth,1766,3,2,66.0206166686467,4.61110747150226e-15,1.17879565611602e-14,-6.77140688727023,-2.0393431228932,6.62921717820513,1.27536031906838e-11,0.0414157946578759,3.37471757861468e-11,8.18695323280529e-11,0.114220982802707,2.12435350793667e-10
POTEC,vsBoth,1766,3,2,65.6471218091528,5.55787305124935e-15,1.41775243389846e-14,-5.3575223162259,-8.04704031769559,-3.73938251839569,8.43709494669847e-08,8.48202457863845e-16,0.000184472836536745,4.47063469920389e-07,6.49143331836904e-15,0.000735110199934557
Z93241.1,vsBoth,1766,3,2,65.2869182936929,6.65465924754916e-15,1.69264323447439e-14,-4.5222948163688,-7.83814212651491,-4.61662810927427,6.11727751677417e-06,4.57261294698356e-15,3.90025290247557e-06,2.8243032088037e-05,3.41277084051528e-14,1.8349873814601e-05
LYZ,vsBoth,1766,3,2,59.1710794842975,1.4163263852571e-13,3.43321920048088e-13,-2.89907552503438,-6.91679752628222,-5.60180390559353,0.00374264730012946,4.61967606661449e-12,2.12132462263755e-08,0.0123116397218346,3.02292524495927e-11,1.16388277738882e-07
HLA-DQB1,vsBoth,1766,3,2,58.9408674418601,1.58910742072676e-13,3.84325820025886e-13,-2.7989412883185,-6.8582065610489,-5.66012800844018,0.00512704588654144,6.97303860821558e-12,1.51260124866107e-08,0.0164242627768191,4.52828325299855e-11,8.36365653148613e-08
MYO3B,vsBoth,1766,3,2,58.2189118375027,2.27994265234842e-13,5.48090975711378e-13,-2.08493667761763,-6.45433746323471,-6.09543502596032,0.0370750488153404,1.08693362641965e-10,1.09140236052095e-09,0.102894907887847,6.69119649796477e-10,6.40684773762634e-09
AC012414.3,vsBoth,1766,3,2,58.1582258513927,2.3501832015556e-13,5.6459250422143e-13,-3.42185078070224,-7.0989711435884,-5.12454092523162,0.00062196437886172,1.25689047279109e-12,2.98263562253306e-07,0.00231545204632878,8.43904896283407e-12,1.52404246123304e-06
CEBPB-AS1,vsBoth,1766,3,2,54.4428856055474,1.506182513827e-12,3.50709288827959e-12,-4.57232798901175,-7.27095140369625,-3.75452068798751,4.82335142308136e-06,3.56964353544363e-13,0.000173673500928715,2.24969005928064e-05,2.45546409971297e-12,0.000693688900261208
ATP1A1-AS1,vsBoth,1766,3,2,54.209372432334,1.6927169483259e-12,3.93236303882482e-12,-2.64388091689551,-6.55760124770147,-5.45735291126661,0.00819614858213225,5.46801850264894e-11,4.83285201545108e-08,0.0253727270958956,3.41309854834356e-10,2.59597970329473e-07
AC087752.4,vsBoth,1766,3,2,53.2727131844222,2.70381712259583e-12,6.23344943464167e-12,-6.87565537275422,-3.48082918902474,4.7620867595103,6.17055109407766e-12,0.000499864155594265,1.91601269452766e-06,4.01344273516894e-11,0.00188447383504971,9.22493002775587e-06
CD14,vsBoth,1766,3,2,52.7054107878093,3.59058708308851e-12,8.23663506683173e-12,-3.2351621394446,-6.74882839612463,-4.89685326206193,0.00121573671799448,1.49043738242787e-11,9.73835016143886e-07,0.00434309050974705,9.53434788975357e-11,4.80506500071711e-06
LINC01538,vsBoth,1766,3,2,52.1362517937087,4.772619039358e-12,1.09115636717175e-11,-6.58445595738255,-2.92064399348813,5.13682695259554,4.56554034650574e-11,0.0034930873408421,2.79416024887139e-07,2.85659570509397e-10,0.0115618794472208,1.43008972177276e-06
LRP1,vsBoth,1766,3,2,52.0256020499728,5.04410427488013e-12,1.15210754002244e-11,-2.38040355430122,-6.3195347520207,-5.49365205607863,0.0172936873773169,2.62351947070307e-10,3.93705814239731e-08,0.050491064227593,1.58521315099923e-09,2.12560075197748e-07
IGHG1,vsBoth,1766,3,2,51.9745972930232,5.17439523446418e-12,1.18148505445126e-11,-4.17578721886426,-7.03314009502568,-3.97740975024605,2.96957303632426e-05,2.01936423095016e-12,6.96700520754357e-05,0.000128753183248429,1.34512395930798e-11,0.000290537447778831
HIST2H4A,vsBoth,1766,3,2,51.1766835411172,7.71124262672402e-12,1.75017637994465e-11,-6.06395316703188,-1.97746961916249,5.72548190239458,1.32815843944734e-09,0.0479885713280775,1.03140541103181e-08,7.76639787867934e-09,0.130938287197168,5.75290130036959e-08
LINC02067,vsBoth,1766,3,2,49.9608227478329,1.41626715890453e-11,3.18645082451747e-11,-2.22558733901454,-6.13752825935983,-5.4561584736301,0.0260418350295983,8.38153134524754e-10,4.8654573279742e-08,0.0739595854312624,4.95473537482799e-09,2.61321125747616e-07
ZNF774,vsBoth,1766,3,2,48.8098491379124,2.5181171359453e-11,5.6130821734071e-11,-3.12740002647662,-6.50041941876915,-4.70077240590796,0.00176359787955192,8.00963842213859e-11,2.5917925674573e-06,0.00614046425383227,4.96525639312513e-10,1.23552720896094e-05
EFNA2,vsBoth,1766,3,2,48.1208472764911,3.55378198640251e-11,7.87694328430822e-11,-2.81139971712152,-6.32827397249573,-4.90264061276333,0.00493264645263532,2.47918671187237e-10,9.45568839721699e-07,0.0158536360859165,1.50000908421237e-09,4.67069649934897e-06
AC100801.1,vsBoth,1766,3,2,47.8844567039114,3.99965325446561e-11,8.84579617757738e-11,-2.34062999961469,-6.09169262921396,-5.23113704251958,0.0192512349929005,1.11723042719585e-09,1.68470552312838e-07,0.0557543052376273,6.55304702410486e-09,8.74962237199994e-07
AC099850.1,vsBoth,1766,3,2,47.0469022870466,6.07987951646727e-11,1.33698076527334e-10,-3.77598780064053,-6.63495129667228,-3.98089243165061,0.000159374791454097,3.24609698705171e-11,6.86570155956425e-05,0.000639157432927533,2.04546096221879e-10,0.000286481183892742
LIMD2,vsBoth,1766,3,2,46.8633900535096,6.66414055400630e-11,1.46333649716856e-10,-2.79685450535945,-6.25506188543465,-4.82075720636403,0.00516027653082462,3.97358312143898e-10,1.43014332200862e-06,0.01652388352095,2.38501379962008e-09,6.95981607651083e-06
RARRES2,vsBoth,1766,3,2,46.77810718419,6.95445478737375e-11,1.52613646094686e-10,-2.5128879871132,-6.11909456329132,-5.02831414370508,0.0119747349279369,9.41085478649226e-10,4.94810779025849e-07,0.0359567664535041,5.54343523056393e-09,2.49347299780474e-06
NOP53,vsBoth,1766,3,2,46.5631175749331,7.74368161580806e-11,1.69687144791214e-10,-2.03259168230678,-5.86377712110315,-5.34397888332668,0.0420937925438194,4.52454716603841e-09,9.09281656365466e-08,0.115949264916157,2.57011657264267e-08,4.80681107107582e-07
