Gene,Pattern_1 x Pattern_5,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
S100A16,vsBoth,2294,3,2,1186.9693739498,1.79009200426912e-258,3.41500733723523e-255,-17.9215256787899,-2.91805393205311,33.1684017933043,8.01008870390624e-72,0.00352223423736419,3.07490101935635e-241,6.02763463024996e-70,0.00704486941203484,7.20387810814806e-238
S100A11,vsBoth,2294,3,2,1121.8359688563,2.49123423006652e-244,3.26740939487162e-241,-17.4832827820291,-2.90737376164708,32.2263130745618,1.92113504382403e-68,0.00364477421284477,7.55522047120638e-228,1.30838231996248e-66,0.00725774339232723,1.13970806425397e-224
UQCRQ,vsBoth,2294,3,2,913.117372836765,5.23699095118078e-199,2.3890925024028e-196,-15.5644473274325,-2.37963017830865,29.1398960130234,1.26962031746542e-54,0.0173300206512585,1.12185511005812e-186,5.99690822531854e-53,0.0288412381950429,7.58158313031973e-184
NUPR1,vsBoth,2294,3,2,849.94470166166,2.73434350703034e-185,1.02464640169699e-182,-17.2319407605116,-4.93576952262535,27.293231304769,1.52932906936834e-66,7.98353434141941e-07,5.10361793479695e-164,9.84316522998944e-65,3.15481124284449e-06,2.45686769129636e-161
TUBA1B,vsBoth,2294,3,2,800.852472767623,1.25053292086767e-174,3.80325120933449e-172,-15.996616934042,-3.90665660097792,26.7946375224203,1.34909579041959e-57,9.35820013372372e-05,3.73132557993876e-158,6.93127547762067e-56,0.000263810259184437,1.59910053085619e-155
ADORA2A,vsBoth,2294,3,2,768.768286813233,1.15901107897029e-167,3.20024309107784e-165,-14.9139214691707,-2.92439789480277,26.5310154969328,2.67565697776748e-50,0.00345123282613435,4.25364520797391e-155,1.1287867648584e-48,0.00693284691757249,1.66090666554021e-152
PSMB4,vsBoth,2294,3,2,764.997078205168,7.63827221261762e-167,2.08167717378936e-164,-15.2026358541083,-3.30242500441179,26.3506497422062,3.39673705497025e-52,0.000958527157763006,5.04515810042799e-153,1.5109890327312e-50,0.00220074228264129,1.92714071701348e-150
CD74,vsBoth,2294,3,2,727.319441638102,1.16035254147266e-158,2.6467389220439e-156,-3.50587591530137,-15.0633161217847,-24.8024514907927,0.000455107334761966,2.82266106307891e-51,8.43525362847299e-136,0.00111763675459154,1.22764795889504e-49,2.35263240485554e-133
HMGN2,vsBoth,2294,3,2,704.75540345553,9.21103842203608e-154,1.99271795140647e-151,-14.0072205340854,-2.4798366024475,25.4940360206146,1.40808810390251e-44,0.0131442601388302,2.29552913326066e-143,5.03387916046204e-43,0.0224710833721917,7.33358952736783e-141
IFITM3,vsBoth,2294,3,2,676.963151049182,9.98434372409092e-148,1.87072725937543e-145,-13.4420563823202,-2.09614624543045,25.077800201982,3.42776836109289e-41,0.0360692197173925,8.68796097751941e-139,1.08521293464438e-39,0.0562253601538594,2.48221402172347e-136
COX7A2,vsBoth,2294,3,2,675.241283691076,2.36166487206537e-147,4.3857997646276e-145,-14.188752630554,-2.99080442151117,24.7905864049162,1.0755483962302e-45,0.00278243637379976,1.1326097373704e-135,4.00391120130527e-44,0.00571147073878921,3.13402924335988e-133
CLU,vsBoth,2294,3,2,667.442810572704,1.16582990450024e-145,2.10904659878772e-143,-17.4042388171706,-7.06264644268244,23.0805054837259,7.66176410073715e-68,1.63361003496943e-12,7.2683268451465e-118,5.14817808849149e-66,1.17303481505713e-11,1.46795139075942e-115
RPSA,vsBoth,2294,3,2,658.402675059482,1.07071941006703e-143,1.87242056835472e-141,-14.1573052314454,-3.12740301781289,24.4263967400246,1.68326073279481e-45,0.00176357993361045,8.96814297549478e-132,6.18756785270662e-44,0.00380826631602178,2.31734176797675e-129
RPS26,vsBoth,2294,3,2,655.796238342525,3.94145177749437e-143,6.72450126428612e-141,-13.5308136303132,-2.41429331268943,24.5863541743206,1.02878632079921e-41,0.0157657649785008,1.76788008819613e-133,3.31077004446208e-40,0.0264508981607217,4.70657894389307e-131
HINT1,vsBoth,2294,3,2,654.409374112096,7.88514998741746e-143,1.3344344555319e-140,-13.1639265978492,-2.00006891835058,24.6727134543337,1.41534815932936e-39,0.0454928224725103,2.09988494813208e-134,4.24025277196525e-38,0.0695030330983809,5.72047727498122e-132
CYC1,vsBoth,2294,3,2,650.509218527409,5.54265673825169e-142,9.08692591032904e-140,-13.8711615453486,-2.86997131084715,24.3520441625814,9.47302280776945e-44,0.00410509042922628,5.51534031907905e-131,3.28628793199046e-42,0.00807145346969562,1.39438913304371e-128
SQSTM1,vsBoth,2294,3,2,645.423788999682,7.04701140187726e-141,1.12886667380454e-138,-15.2459776521985,-4.5827122643235,23.6818095166704,1.75092395014762e-52,4.5898340975152e-06,5.55238056269294e-124,7.85836136093074e-51,1.61651583338223e-05,1.23494783376048e-121
HNRNPAB,vsBoth,2294,3,2,640.295085057787,9.15564373033025e-140,1.44459536602241e-137,-13.8035785478682,-2.8968099424372,24.1452573816517,2.42508912293659e-43,0.0037697805906836,8.37425953670854e-129,8.24999825345961e-42,0.00748249813712528,2.02957399061387e-126
SLC39A4,vsBoth,2294,3,2,633.839155659711,2.30980938386751e-138,3.56406984709263e-136,-13.6103410210566,-2.73604300696777,24.0668026023673,3.47617986366182e-42,0.00621828985442842,5.56810230736306e-128,1.13111030341485e-40,0.0115590130687291,1.34023459784488e-125
DYNLL1,vsBoth,2294,3,2,627.303647692175,6.06378319014592e-137,9.15456764354045e-135,-13.3779090331836,-2.53077075970764,23.9981215736144,8.14053619046335e-41,0.0113812205319502,2.90923877603739e-127,2.54968558649967e-39,0.019741305623583,6.95486184132693e-125
IGHE,vsBoth,2294,3,2,615.31017508867,2.4383337504426e-134,3.52885750020952e-132,-17.3513253911328,-7.62446445750806,21.7509415852814,1.92745446958747e-67,2.45049570195459e-14,6.76764922650448e-105,1.27081810450737e-65,2.03438034391893e-13,1.04310846104307e-102
COX6A1,vsBoth,2294,3,2,615.221148762953,2.54932362713369e-134,3.66421618598633e-132,-13.0868665763857,-2.31651607903878,23.8197560293849,3.91424987975264e-39,0.0205301075523659,2.08482832696718e-125,1.15689292913597e-37,0.0336239474113456,4.788564514136e-123
TUBA1C,vsBoth,2294,3,2,590.489438777648,5.98201583557204e-129,8.15146768243372e-127,-12.8666581102232,-2.3228754361836,23.3210572279141,6.93378310852115e-38,0.0201858450691627,2.71116302643254e-120,1.96664250201493e-36,0.0331203178364234,5.67117208779121e-118
MGST3,vsBoth,2294,3,2,589.893666586996,8.05782527193871e-129,1.09092556988151e-126,-13.847833252103,-3.49577789055038,22.9494770943977,1.31107510897104e-43,0.000472681977015919,1.49129529466839e-116,4.51261522815479e-42,0.00115594920224728,2.96085306470263e-114
NQO1,vsBoth,2294,3,2,571.596476211286,7.57534214939815e-125,9.57641897621206e-123,-13.7635899328039,-3.60068884446024,22.5374316230621,4.22038405305554e-43,0.000317375214274191,1.78370073471525e-112,1.41926063533472e-41,0.000805401486136888,3.1657985464325e-110
FASN,vsBoth,2294,3,2,568.332114282775,3.8748013224852e-124,4.75512899136561e-122,-12.5094646906905,-2.1459116061899,22.9164911087343,6.62693052983365e-36,0.0318800316560687,3.18211190788354e-116,1.7523219915682e-34,0.0502524478540219,6.21254314815796e-114
GDF15,vsBoth,2294,3,2,557.427956726425,9.03768431786079e-122,1.07758980346766e-119,-13.3726410346767,-3.29147059949335,22.3440783526761,8.73822040379821e-41,0.000996650338715772,1.37863762754448e-110,2.72958703493579e-39,0.00227726178173925,2.38660509887528e-108
ELOB,vsBoth,2294,3,2,551.877188498785,1.4500773645812e-120,1.67197107119431e-118,-12.3261523051245,-2.11357814283867,22.5825914646397,6.55004228151258e-35,0.0345513143081009,6.42678774632208e-113,1.65004721044384e-33,0.054070283550734,1.14644758873731e-110
DNAJA1,vsBoth,2294,3,2,551.41947452191,1.82298250408572e-120,2.0904528878819e-118,-13.0942011008615,-3.02667168472592,22.3025985348329,3.5539403037928e-39,0.00247262360316112,3.48655642394104e-110,1.05216992549188e-37,0.00514281123711459,5.97680809025053e-108
TYROBP,vsBoth,2294,3,2,543.216672129522,1.10153527200016e-118,1.20394362931892e-116,-2.29757920584058,-12.4001711082848,-21.7134534315039,0.021585750281211,2.60766166186574e-35,1.531100011341e-104,0.0351926933564868,6.70361712664855e-34,2.34960334491465e-102
SELENOM,vsBoth,2294,3,2,542.023812569129,1.99997501650221e-118,2.17458423426419e-116,-13.4864260244739,-3.60751507067894,21.9122910267635,1.87995131785933e-41,0.00030914358687544,1.98349376122753e-106,6.02235635480515e-40,0.000785646798523047,3.12573711915058e-104
MAZ,vsBoth,2294,3,2,537.797108407956,1.65516661309244e-117,1.78121391670487e-115,-13.0890465829612,-3.17774300000745,21.9650657292242,3.80352094641961e-39,0.00148426252744929,6.21671742437638e-107,1.12511223147372e-37,0.00326550765289069,9.88542460305134e-105
RAD21,vsBoth,2294,3,2,536.296010514413,3.50591177822176e-117,3.7536509523461e-115,-12.3525423150623,-2.32006799551968,22.1948744011474,4.71960226717806e-35,0.0203371993283817,3.84924786736255e-109,1.19924991231505e-33,0.0333421907533469,6.50337829590648e-107
ROMO1,vsBoth,2294,3,2,536.018706167715,4.02732666164759e-117,4.2683560603371e-115,-12.9107715835308,-2.98496778434728,21.9886728178996,3.91359724170907e-38,0.00283608191194411,3.69641098261081e-107,1.12730847760771e-36,0.00580920879225037,5.95868232802336e-105
FN1,vsBoth,2294,3,2,535.081898519958,6.4334221981061e-117,6.78418918729932e-115,-13.1322862223602,-3.26139691264849,21.8796742459862,2.15064106006199e-39,0.00110864735828955,4.057308225813e-106,6.41033317495322e-38,0.00250853682731386,6.30893476422657e-104
POLR2L,vsBoth,2294,3,2,529.305431073018,1.15554276246528e-115,1.16582042645836e-113,-13.4558553547609,-3.7210921048488,21.5997384862082,2.84428771535216e-41,0.000198363067827647,1.80635074802809e-103,9.04560713962946e-40,0.000524678227427305,2.65601581536415e-101
SERF2,vsBoth,2294,3,2,528.03090613158,2.18547375930521e-115,2.19436204971386e-113,-14.6100202714627,-5.16664087996893,21.0204603237487,2.42445824550363e-48,2.38338572103842e-07,4.26279431444092e-98,9.67086397996465e-47,1.00936299118742e-06,5.42764919558271e-96
FADD,vsBoth,2294,3,2,524.076714414667,1.57829222778335e-114,1.56228596226574e-112,-12.106447806156,-2.17066887833837,21.9754674771813,9.76314088446092e-34,0.02995621134857,4.94432938680211e-107,2.34515582338842e-32,0.0475011812657453,7.93395540232876e-105
RPLP1,vsBoth,2294,3,2,522.671692462906,3.18628088498101e-114,3.1099583428524e-112,-14.0724795099046,-4.56004988826878,21.1463288674618,5.60685280227779e-45,5.1141469671342e-06,2.98270414687566e-99,2.029207221191e-43,1.78969680062767e-05,3.97038595187516e-97
SLC7A2,vsBoth,2294,3,2,517.562614783188,4.09926675196818e-113,3.91014149045692e-111,-12.6827642452255,-2.92860148248718,21.6082306095104,7.36865816353996e-37,0.00340490662718596,1.50298560537533e-103,2.01517031270911e-35,0.00684604810004399,2.22860422548944e-101
HMGN1,vsBoth,2294,3,2,510.533532771329,1.37737420504689e-111,1.27894680057119e-109,-12.1794436137168,-2.41359981602633,21.6117103784042,4.00001272637852e-34,0.0157958006631886,1.39388593961834e-103,9.78207705152358e-33,0.0264987601157999,2.07559066483337e-101
