Gene,Pattern_1 x Pattern_5,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
MTRNR2L1,vsBoth,2294,3,2,391.635205511174,9.06766910796836e-86,2.6037620273057e-85,-10.7542037144658,-2.14703301151036,18.9092951340724,5.66209236888434e-27,0.0317906536103676,9.56263974999221e-80,2.90473493800841e-26,0.0830730219982171,7.74092583008704e-79
CXCL14,vsBoth,2294,3,2,327.554397030361,7.45532230282607e-72,1.93080736273142e-71,-10.5365158346202,-2.80480053118367,17.0239650685205,5.86309724349669e-26,0.0050347726793789,5.45483898037803e-65,2.96840691138299e-25,0.0144245297131416,3.94878605017978e-64
DEGS1,vsBoth,2294,3,2,260.000976351382,3.47940786290115e-57,8.0600770148687e-57,-9.10450984482782,-2.15727317573947,15.2809395508346,8.66568409924277e-20,0.0309843857805258,1.0245288201941e-52,4.04443651143038e-19,0.08110427280556,6.75322268591923e-52
Z93241.1,vsBoth,2294,3,2,255.387297549079,3.49424186799503e-56,8.02517442884517e-56,-9.32911367393902,-2.50753848216711,15.0214126371669,1.06759908178453e-20,0.0121575342643432,5.31625531865765e-51,5.04605006760051e-20,0.0332669899080742,3.4592658303375e-50
PMM2,vsBoth,2294,3,2,251.297403054605,2.7006124682273e-55,6.14653136150961e-55,-9.51736688585691,-2.8094624219279,14.7860033712871,1.77622534968745e-21,0.0049624311984486,1.80349505333774e-49,8.49946201316255e-21,0.0142254459161046,1.15679640906446e-48
APOC1,vsBoth,2294,3,2,244.525631528132,7.97873005334339e-54,1.7953201031629e-53,-11.2337409428779,-14.9226130767102,-7.41743087845926,2.7843480957015e-29,2.34891549883589e-50,1.1941397227887e-13,1.46367233023444e-28,1.51852210046826e-49,5.07420343219926e-13
SERHL2,vsBoth,2294,3,2,242.226842184571,2.51831200148402e-53,5.64079541173312e-53,-9.30311776011152,-2.70799878320456,14.5350436643893,1.36386524701256e-20,0.00676902705854258,7.2667185426655e-48,6.43518125301513e-20,0.0190851925330571,4.5906451029985e-47
CGA,vsBoth,2294,3,2,231.092637010956,6.58978838995495e-51,1.44416830214176e-50,-8.5883186303677,-2.03965207272186,14.4045226548181,8.82512448518424e-18,0.0413849916503823,4.84654733573086e-47,4.00058938594284e-17,0.106773385520441,3.03863892996085e-46
IGHE,vsBoth,2294,3,2,226.4777653916,6.62183123900574e-50,1.43575710973145e-49,-13.5141997654581,-9.10043964589413,10.043445515211,1.28950239146719e-41,8.99668981392146e-20,9.81834458317636e-24,7.67010378733733e-41,4.19761345095854e-19,4.83507615149458e-23
SUCLG2-AS1,vsBoth,2294,3,2,223.581665819022,2.81746247189723e-49,6.0771777000648e-49,-9.3251417652134,-3.08183739752093,13.7821428154275,1.10835324715622e-20,0.00205727182602487,3.26436918908305e-43,5.23784880771865e-20,0.00615453612267154,1.97326319361907e-42
