Gene,Pattern_6 x Pattern_9,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
RPS18,vsBoth,355,3,2,101.786815064938,7.89357870178116e-23,1.37364056568396e-18,-9.72577006749144,-2.96381954013973,8.05627821001183,2.34127087208852e-22,0.00303846415614939,7.86525074955937e-16,1.50731018745059e-18,0.00616308514092306,9.47420750652769e-14
RPS27,vsBoth,355,3,2,90.0135805699831,2.84314710693864e-20,1.72695125134628e-16,-9.22697467467499,-3.09578627035342,7.37622083533138,2.78383405403155e-20,0.00196291792687431,1.62845818790083e-13,5.97410787995171e-17,0.00436219040842831,1.16489042374506e-11
TMSB4X,vsBoth,355,3,2,88.6524335549253,5.61524422540055e-20,2.44291200026051e-16,-9.39188282754729,-4.48420080335963,6.25517397775875,5.89371215194302e-21,7.31877177182291e-06,3.97073010451797e-10,1.89718594171046e-17,6.73122019386787e-05,1.25928869028998e-08
RPS8,vsBoth,355,3,2,87.7381937271586,8.8693808954309e-20,3.08689932684577e-16,-9.06082604675239,-2.86608221212646,7.40689058654811,1.29466333697178e-19,0.00415586304588617,1.2929504734551e-13,1.66700851268486e-16,0.00795819342338345,9.45910812284541e-12
EEF1A1,vsBoth,355,3,2,86.2459956232196,1.87033761112038e-19,5.42460251811947e-16,-9.04025421637901,-3.06486126243661,7.19713909692374,1.56307881646317e-19,0.00217770991328036,6.14890284856527e-13,1.67718357006498e-16,0.00472057118575722,3.99865015546093e-11
RPL37A,vsBoth,355,3,2,84.3732619039763,4.77066550911424e-19,1.06716894410202e-15,-9.14039817663648,-4.14497629839266,6.29364657429753,6.22228040406112e-20,3.39848860308614e-05,3.10093419236396e-10,1.00147603103364e-16,0.000224635211772778,1.01339159037762e-08
RPL7A,vsBoth,355,3,2,84.3173319579104,4.90595997748314e-19,1.06716894410202e-15,-8.69385455371475,-2.17925021786666,7.64331754067295,3.50346126818407e-18,0.0293130852093426,2.11695042479361e-14,1.326781390857e-15,0.0427446529054921,1.64203937768931e-12
RPL4,vsBoth,355,3,2,82.9353614752496,9.79073009414782e-19,1.7037828509836e-15,-8.99042369591579,-3.60668354094635,6.63236823770975,2.4627915836589e-19,0.000310135512993896,3.30343191573884e-11,2.265064602228e-16,0.00115480186966727,1.39917728115307e-09
RPL13,vsBoth,355,3,2,82.9943557359133,9.50614944251376e-19,1.7037828509836e-15,-8.70792473642543,-2.42156631653703,7.43126558008208,3.09488687320346e-18,0.0154537810410883,1.07563495923702e-13,1.24530510560524e-15,0.0244090879152421,7.95969869835398e-12
RPL13A,vsBoth,355,3,2,82.4435911074425,1.25199229708578e-18,1.98065181398971e-15,-8.87982610763718,-3.17317550733684,6.91650503907024,6.69649645183238e-19,0.00150781346170661,4.62921959352427e-12,4.08795866758377e-16,0.00354070164877905,2.40346094702494e-10
RPL35,vsBoth,355,3,2,81.6060942535966,1.90310078322794e-18,2.75981331914439e-15,-8.88889854352598,-3.41829954162774,6.69624286452046,6.17176505989305e-19,0.000630137158458166,2.1384621603686e-11,4.08795866758377e-16,0.0019290646819561,9.6275660059112e-10
RPL19,vsBoth,355,3,2,81.3208088345655,2.19487973942661e-18,2.93809978657707e-15,-8.94072012703365,-3.81206330970893,6.38393865579598,3.86642454760429e-19,0.000137811565135168,1.72590251138177e-10,3.11150515468455e-16,0.000646669720364586,6.24233728554824e-09
RPL34,vsBoth,355,3,2,80.5749605691767,3.18690870608906e-18,3.69723902022412e-15,-8.7303135487641,-2.9309834697833,6.97745641370153,2.5396755633023e-18,0.00337890760627006,3.00572022849011e-12,1.1678879483243e-15,0.00673228229029072,1.62611990176633e-10
RPL31,vsBoth,355,3,2,79.8866681157374,4.4960427276367e-18,4.48033090969283e-15,-8.51550521492477,-2.28588217409329,7.34428691483265,1.65865579666943e-17,0.0222611525731366,2.06858958827948e-13,4.10708693036839e-15,0.0335402060065185,1.41676380524928e-11
RPL26,vsBoth,355,3,2,79.8260963013413,4.63429240170503e-18,4.48033090969283e-15,-8.7385534488981,-3.12611124414387,6.80325430512565,2.36114188469754e-18,0.00177134531575984,1.0228186035919e-11,1.1678879483243e-15,0.00402261130900327,4.84184277200344e-10
RPS28,vsBoth,355,3,2,79.8557023941604,4.56619601667438e-18,4.48033090969283e-15,-8.72161964678748,-3.04496744467941,6.86063901607968,2.74250233687948e-18,0.00232705497638321,6.85531946225066e-12,1.17708200298867e-15,0.00498223476486701,3.39496513061306e-10
RPS7,vsBoth,355,3,2,79.420797128644,5.67535496080458e-18,5.19802773831165e-15,-8.53766911791155,-2.43281831915829,7.23089862876386,1.36956436447678e-17,0.0149818161598537,4.79808413567766e-13,3.88982220640982e-15,0.0237451827762526,3.18454285211266e-11
RPL41,vsBoth,355,3,2,79.1043304385527,6.64833504811966e-18,5.78471632536891e-15,-8.82726133511403,-3.82578037762515,6.24456904975444,1.07269954692353e-18,0.000130358470835283,4.24970164020042e-10,5.75503306924472e-16,0.000627203117574034,1.32813491066069e-08
RPL32,vsBoth,355,3,2,78.2713751393101,1.0082932109642e-17,8.35538974152333e-15,-8.53106434330972,-2.60774222060112,7.05913672842556,1.45007351590301e-17,0.00911415618988378,1.6754015978071e-12,3.88982220640982e-15,0.0154902158264181,9.80566862425648e-11
