Gene,Pattern_1 x Pattern_11,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
WNT7A,vsBoth,2093,3,2,177.151812513075,3.40386778957056e-39,2.41945051097099e-38,-10.8219569253927,-2.11847017988334,10.8138661029259,2.70929806768471e-27,0.0341352677973903,2.95929489688617e-27,2.92757067062984e-26,0.0728640730371485,3.19155147110388e-26
AC092793.1,vsBoth,2093,3,2,142.571619889403,1.09892006460598e-31,6.30763457765038e-31,-9.99027130327416,-2.39114257589551,9.40199747219555,1.68120967506387e-23,0.016796028976935,5.35369010406845e-21,1.59341554038255e-22,0.0377910651981037,4.64210927347932e-20
TCL1B,vsBoth,2093,3,2,126.070233091843,4.20917243836345e-28,2.15053212555711e-27,-9.78990835662909,-2.98964199927844,8.3512480229391,1.24408594979687e-22,0.00279304590650852,6.75454150149242e-17,1.14544350721897e-21,0.00728135319777494,4.99449338718751e-16
AC009630.4,vsBoth,2093,3,2,118.208620185796,2.14449120750832e-26,1.03293155549293e-25,-9.0707241046809,-2.13088807677641,8.59016403562655,1.18228664821791e-19,0.033098363893541,8.68452487379914e-18,9.69609205587347e-19,0.0708396993090445,6.65689777830676e-17
AC020922.4,vsBoth,2093,3,2,116.035306733884,6.35701578412658e-26,3.01876384481155e-25,-9.56135559358966,-3.20969720023772,7.76970501092141,1.16224240525316e-21,0.00132874866511063,7.86691196019553e-15,1.03500088278615e-20,0.0036634303543571,5.28442799952514e-14
AP001056.2,vsBoth,2093,3,2,115.804067367962,7.13618795462984e-26,3.38497971369164e-25,-9.18596044244082,-2.48800278307925,8.25911278503571,4.07871043653477e-20,0.012846272774564,1.46759208699254e-16,3.41372979775046e-19,0.029507116166948,1.06656290966952e-15
C12orf40,vsBoth,2093,3,2,114.350757638224,1.47587126824562e-25,6.9385584258563e-25,-9.74791519467784,-3.74221852151674,7.29460331932408,1.88295346227006e-22,0.000182402792822826,2.9954028866731e-13,1.72338700158872e-21,0.000570785722708355,1.86841590694193e-12
SCUBE1,vsBoth,2093,3,2,105.260531681461,1.38984370466408e-23,6.107534936786e-23,-8.7262112683918,-2.31326546686226,7.91272376730757,2.63346513832249e-18,0.0207080481085709,2.51817688926381e-15,2.06344127143503e-17,0.0458517809958084,1.73203414558405e-14
SLX1A,vsBoth,2093,3,2,100.989313079949,1.1761136734411e-22,5.03069159127931e-22,-8.99630191556907,-3.15481103347778,7.13075028843103,2.33448698989639e-19,0.00160602089085714,9.98232768336533e-13,1.89615183078207e-18,0.00436615920282712,6.08265006553282e-12
SLITRK5,vsBoth,2093,3,2,98.2188078308636,4.69955644302095e-22,1.96654223922189e-21,-8.8843086345583,-3.13742944252874,7.01278323696305,6.43194991869211e-19,0.00170436290198793,2.33623263209538e-12,5.15603055110039e-18,0.00461546098901843,1.39939741313763e-11
AC137630.3,vsBoth,2093,3,2,93.6155410667425,4.69508595141695e-21,1.90053278785593e-20,-8.32708841950508,-2.36505398689846,7.34062433722001,8.28548612512392e-17,0.0180274427979666,2.12599762382085e-13,6.09456531111175e-16,0.0403389463307541,1.33578350422092e-12
AP005233.2,vsBoth,2093,3,2,91.8017544888507,1.16279270432842e-20,4.64832083519525e-20,-8.47413567162815,-2.79229383889589,6.95613885180476,2.36831294866596e-17,0.00523358060527487,3.49725185486317e-12,1.78243989826453e-16,0.0129720659606711,2.0737773305316e-11
