Gene,Pattern_1 x Pattern_8,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
S100A14,vsBoth,2103,3,2,126.006298116042,4.34590292873318e-28,1.06441238070844e-27,-11.0055737969635,-6.64127664992798,5.36706039229282,3.59221804744468e-28,3.10977716141816e-11,8.00302655548074e-08,3.54302448266305e-27,1.74496358982869e-10,3.75288301745012e-07
COMP,vsBoth,2103,3,2,118.866690962941,1.54321350886975e-26,3.63483181832541e-26,-10.5659224751622,-5.99392492633554,5.69415214162607,4.28732507989037e-26,2.04835963065221e-09,1.23986489715304e-08,4.01387288619695e-25,1.04888751599805e-08,6.08525068735823e-08
S100A16,vsBoth,2103,3,2,108.119703480534,3.32739758213492e-24,7.35876461407458e-24,-5.45145947302538,-9.99487836635508,-6.84518844714979,4.99581076743879e-08,1.60484136119985e-23,7.63752646052681e-12,2.36789071106691e-07,1.39820819797447e-22,4.40836493329571e-11
TGM2,vsBoth,2103,3,2,103.467286207077,3.40693832243104e-23,7.34566943771663e-23,-8.48383245491939,-2.48558261956857,7.87055014900851,2.17895449550416e-17,0.0129339560628825,3.53085094116266e-15,1.56701896778001e-16,0.0385454508002516,2.35548096582387e-14
CLU,vsBoth,2103,3,2,100.423193735931,1.56091966734109e-22,3.31193632609158e-22,-9.9735411024026,-6.71073663132472,3.88262444604319,1.99004421849599e-23,1.93644341510755e-11,0.000103335101120358,1.72765189328515e-22,1.0971869300676e-10,0.000385966082969045
IGLC2,vsBoth,2103,3,2,90.0392649221303,2.8068683588178e-20,5.58345340200898e-20,-6.59643378082981,-9.47032216795018,-4.56404132545861,4.21165484214412e-11,2.78981907622664e-21,5.01781948472093e-06,2.35065191141985e-10,2.27192572805755e-20,2.08309506522624e-05
A2M,vsBoth,2103,3,2,88.2337027114008,6.9230090171068e-20,1.36319242375293e-19,-3.07811282927119,-8.25510443412778,-7.566633147863,0.00208316026302017,1.51769472818909e-16,3.83021577505409e-14,0.0068522332704831,1.06050501948526e-15,2.44768072845346e-13
CD24,vsBoth,2103,3,2,81.0365922384435,2.53004111772116e-18,4.7637387282694e-18,-7.9170047243204,-2.9612816595052,6.43508312942987,2.43300506437514e-15,0.00306361627953862,1.23405771768615e-10,1.63499948308181e-14,0.00989246353845731,6.73003420995982e-10
CST1,vsBoth,2103,3,2,80.8834167500099,2.7314245844196e-18,5.14109147478461e-18,-8.88633565098842,-5.63200837981928,3.95148707372545,6.31573642740581e-19,1.78123026296625e-08,7.76670679957644e-05,4.79495420607476e-18,8.66609173416261e-08,0.000293137805209534
IGHA1,vsBoth,2103,3,2,79.034343757753,6.88510095436379e-18,1.28180521147928e-17,-3.54289823554675,-8.11258375951719,-6.74043867016389,0.000395755387931942,4.95545907181457e-16,1.57909148028935e-11,0.00139852654447848,3.40824429310419e-15,8.98358244768982e-11
CCT3,vsBoth,2103,3,2,78.2199166137234,1.03457247529851e-17,1.91464084784448e-17,-7.79178794006235,-2.93639173906949,6.30219899582229,6.60675504510458e-15,0.00332054701541495,2.93452060710347e-10,4.36425488759776e-14,0.0106809167851266,1.57213931382663e-09
HAX1,vsBoth,2103,3,2,77.7136482866172,1.33258736227305e-17,2.45608917265956e-17,-7.46661438371413,-2.35766733226609,6.68576117732774,8.22844482221762e-14,0.0183901649759503,2.29727408882057e-11,5.18599017573995e-13,0.0537404950593193,1.2969952882434e-10
IGHG3,vsBoth,2103,3,2,74.4026474036018,6.97702689039201e-17,1.2598697083715e-16,-4.60256393884798,-8.31683413734219,-5.60683806351318,4.17321386360425e-06,9.03440441297965e-17,2.06056284593412e-08,1.74295672841535e-05,6.36446759331104e-16,9.98863547260903e-08
HLA-DPB1,vsBoth,2103,3,2,72.2263773618452,2.07129249673517e-16,3.68652856612741e-16,-2.98471657105697,-7.56784107048767,-6.71796304638462,0.00283841191503876,3.79477841325715e-14,1.84282409459382e-11,0.00919973114391101,2.42609246734584e-13,1.04545582900771e-10
GADD45G,vsBoth,2103,3,2,69.7235046289607,7.23991288179802e-16,1.26708933415405e-15,-7.97588165512716,-4.22663930538071,4.7206881344342,1.51296862752371e-15,2.37207442425914e-05,2.35048089486892e-06,1.02424132514094e-14,9.3560897512835e-05,9.98690338763481e-06
COL5A2,vsBoth,2103,3,2,64.6317192961787,9.23422552230291e-15,1.56110097073345e-14,-6.71339343033556,-1.97886119688274,6.21111388703757,1.90149506864851e-11,0.0478316361055813,5.26103253304429e-10,1.07801034614242e-10,0.132141628496574,2.77817774529143e-09
ARFIP2,vsBoth,2103,3,2,60.625495845472,6.84448609970544e-14,1.12673632586999e-13,-6.76823827821766,-2.40601814063508,5.67933441515881,1.30359941025861e-11,0.0161274638601152,1.35219880089059e-08,7.44518451298796e-11,0.0474785927620324,6.61830079320517e-08
CXCL14,vsBoth,2103,3,2,58.2899500471713,2.20038244817849e-13,3.56006936655692e-13,-6.81485063057495,-2.71485794452242,5.30419671590917,9.4361756975755e-12,0.00663042046345334,1.13170223100931e-07,5.42251751074359e-11,0.0204953617046512,5.25230961012916e-07
C1QB,vsBoth,2103,3,2,58.1192367472113,2.39644846549772e-13,3.87315319871547e-13,-5.63536574574292,-7.62359584253058,-3.23725203549024,1.74687189552942e-08,2.46704971520931e-14,0.0012068677200412,8.50175259399866e-08,1.59042507811591e-13,0.00406631189397331
COL4A1,vsBoth,2103,3,2,57.3822412380041,3.46421338627146e-13,5.56958723302349e-13,-7.5393655023161,-6.06524152476298,1.52850358007715,4.72263598145225e-14,1.31755503837473e-09,0.126387555343256,3.00912136777111e-13,6.81936803034844e-09,0.328818532863837
APOC1,vsBoth,2103,3,2,56.9528909295768,4.29375114705683e-13,6.8855245478026e-13,-5.84677837696611,-7.53527713299177,-2.82815252917047,5.01184518920688e-09,4.87298790274221e-14,0.00468174941509581,2.51368325829791e-08,3.10323472502895e-13,0.0147649374835468
SULF1,vsBoth,2103,3,2,54.8487104612914,1.22957168514715e-12,1.94426194646693e-12,-7.23963321482941,-6.4004340382617,0.650885089348318,4.49899783658678e-13,1.54935875040232e-10,0.515120667321342,2.74990157487656e-12,8.41589049393925e-10,1
THY1,vsBoth,2103,3,2,54.6522196050455,1.35650469389008e-12,2.14209942835714e-12,-7.25756550641566,-4.41338122199506,3.49133279809197,3.94119136014403e-13,1.01768562875974e-05,0.00048061718328542,2.41513833678064e-12,4.12977349426652e-05,0.00168550954042538
IFI30,vsBoth,2103,3,2,54.4617877890823,1.49201450172235e-12,2.35310796489281e-12,-7.19672112178203,-6.41779622055478,0.568647118314869,6.16777298158756e-13,1.38261154416752e-10,0.569595641844577,3.74590136557083e-12,7.52408654862761e-10,1
HLA-DMA,vsBoth,2103,3,2,54.2459114762642,1.66207260001128e-12,2.61819653328672e-12,-3.25056853913826,-6.85563152528972,-5.35147661102349,0.00115174502867987,7.0998164802341e-12,8.72394149983073e-08,0.00389132111868293,4.10365612708473e-11,4.08180203008042e-07
CAPG,vsBoth,2103,3,2,54.1931166686782,1.7065312159672e-12,2.68783103343876e-12,-6.75993600992721,-6.95854436991221,-0.784374777348734,1.38052699452966e-11,3.43806465160804e-12,0.432820233850274,7.87456466056584e-11,2.01620464404494e-11,1
