Gene,Pattern_1 x Pattern_9,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
TNFSF10,vsBoth,2486,3,2,148.373842763555,6.03989535838433e-33,1.35804773365666e-32,-10.6046949537386,-3.58772839496625,9.61445192768889,2.8338724616976e-26,0.000333571499546603,6.94783672293815e-22,1.61257838894526e-25,0.000943203864663208,3.65637205692438e-21
HIST1H2AC,vsBoth,2486,3,2,113.513663266717,2.24295836123234e-25,4.45169391867539e-25,-8.65737500941672,-2.02366376340284,9.0649129353499,4.82752430656136e-18,0.043004759439519,1.24703803757693e-19,2.36330880212875e-17,0.094562217201278,6.3013591067352e-19
IGLC2,vsBoth,2486,3,2,101.225932085574,1.04488413438415e-22,1.97862626608441e-22,-3.14409799996144,-8.85097430248859,-7.6093930443199,0.00166599636932494,8.67585354043629e-19,2.75386094789045e-14,0.00437885614302531,4.30950342040035e-18,1.23868919129291e-13
CFB,vsBoth,2486,3,2,83.5689241205782,7.13244937720551e-19,1.26276990768945e-18,-9.04848105910106,-7.4687535587645,2.28336182852051,1.44970816058313e-19,8.09579951422893e-14,0.0224090637922436,7.31904448580414e-19,3.60018129833513e-13,0.0511589416487742
GPRC5A,vsBoth,2486,3,2,71.7739364198605,2.59709439044343e-16,4.36894576012156e-16,-7.57233326853808,-2.89166642880439,6.42221420025275,3.66579555148827e-14,0.00383204569541787,1.3430625072508e-10,1.64348930588279e-13,0.00967456784284215,5.4355539726928e-10
HLA-DPA1,vsBoth,2486,3,2,62.5594792632201,2.60244573531677e-14,4.18630277869065e-14,-2.45139300296974,-6.9479288290153,-5.99602009929098,0.0142304487031851,3.70687914162094e-12,2.02212004255213e-09,0.0333138556756738,1.57327323568685e-11,7.82434158842453e-09
FXYD3,vsBoth,2486,3,2,62.4398515212642,2.76285769629805e-14,4.44164620021287e-14,-7.89344103121321,-5.98627014194588,2.70257389582262,2.93966496638052e-15,2.14707654206388e-09,0.00688048883555338,1.35484198894499e-14,8.30505639281707e-09,0.0168259492470462
PLPP2,vsBoth,2486,3,2,61.6259227267565,4.15050468851308e-14,6.65178767275456e-14,-7.6235553133234,-4.25245050125835,4.66411953209517,2.46782479853147e-14,2.11443962379755e-05,3.09941193205413e-06,1.11133129410185e-13,6.63454084114454e-05,1.02787439397513e-05
SERPINA3,vsBoth,2486,3,2,59.1829626003764,1.40793615005372e-13,2.23279507775534e-13,-6.66488844446414,-7.4824789429275,-0.979258909447995,2.6486646321581e-11,7.29335835178965e-14,0.32745206785775,1.09699383783904e-10,3.2460937924941e-13,0.630279320135779
SDC4,vsBoth,2486,3,2,58.1305072413006,2.38298186580998e-13,3.76080122819271e-13,-7.3161436392034,-3.84149343214013,4.79771648591491,2.55198495423004e-13,0.000122288008820594,1.60484716440983e-06,1.11913999952781e-12,0.000360482150329932,5.41100593267042e-06
IGHG3,vsBoth,2486,3,2,56.9457683559713,4.30906968701824e-13,6.76478635968072e-13,-6.05879520999299,-7.49306912081529,-1.81840586185373,1.37144863395614e-09,6.72814445254155e-14,0.0690021230959459,5.3465060589609e-09,2.99661442975558e-13,0.147570798892833
CRABP2,vsBoth,2486,3,2,52.2363749678789,4.53957607430219e-12,6.94513539962691e-12,-5.32131380811182,-7.22674643835161,-2.46442805196317,1.03020516283398e-07,4.94702510830424e-13,0.0137232111998895,3.70160713792827e-07,2.15469346548948e-12,0.0321965879015529
CLDN4,vsBoth,2486,3,2,49.0181314014062,2.26907060428652e-11,3.41431438667853e-11,-6.31828419676824,-2.51845193993289,5.21669592655363,2.64483298393994e-10,0.0117871968491905,1.82142899311253e-07,1.05813521539962e-09,0.0278944938168944,6.47428166069333e-07
AZGP1,vsBoth,2486,3,2,48.2379379885297,3.35169781758071e-11,5.02482138345216e-11,-6.91234670531698,-5.48711096996029,2.03772960124604,4.76701022522772e-12,4.08560493242427e-08,0.041576982139172,2.0178627149107e-11,1.49731014682033e-07,0.0915975002274547
HLA-DRB5,vsBoth,2486,3,2,46.5827698616613,7.66796370683197e-11,1.13926027941951e-10,-3.88069698011827,-6.67726126086661,-3.68710659885089,0.000104157546921396,2.43448734034022e-11,0.000226818358999711,0.00030904506467588,1.00872339528013e-10,0.00065262383908152
NUPR1,vsBoth,2486,3,2,44.1465267117401,2.59240903841575e-10,3.803407752666e-10,-3.14871803245077,-6.30776145027188,-4.18705177152893,0.00163988340582859,2.8310009840897e-10,2.82601381682063e-05,0.00431286266612562,1.1315166264192e-09,8.78877178323009e-05
CCT4,vsBoth,2486,3,2,43.5343107572317,3.52082575407684e-10,5.14557957428255e-10,-6.28353008078693,-3.1825697287155,4.27734835277061,3.30970133498893e-10,0.00145974362192413,1.89132715208761e-05,1.32009998210722e-09,0.0038632580972512,5.95425462365594e-05
YWHAQ,vsBoth,2486,3,2,42.9935491480965,4.61391323980874e-10,6.7199342233593e-10,-5.75504676008188,-2.02268104660869,5.11602390479561,8.6617815564604e-09,0.0431060422245819,3.12043530807639e-07,3.26880555692321e-08,0.094770458016076,1.09424151110664e-06
MGP,vsBoth,2486,3,2,41.4410331280278,1.00275305564911e-09,1.44763212629728e-09,-5.7897996213502,-2.27330147798999,4.82668991105854,7.04704433291833e-09,0.0230080185383328,1.38821013401355e-06,2.66899233942173e-08,0.0524307632830774,4.69872675779526e-06
CD24,vsBoth,2486,3,2,41.2583964161768,1.09863404277054e-09,1.58443324778015e-09,-6.36283278162691,-5.2271447798378,1.63900216888061,1.98066290456878e-10,1.72147700578021e-07,0.10121280799605,7.96175910463478e-10,6.1288325828355e-07,0.211274081833717
TSC22D1,vsBoth,2486,3,2,40.1255258650799,1.93576559470052e-09,2.76875592987284e-09,-6.25494180370377,-3.85727637615538,3.33216978846757,3.97664170795103e-10,0.000114657495404811,0.00086171665618314,1.58184349629659e-09,0.000339064394484843,0.00234055276004109
DEGS2,vsBoth,2486,3,2,38.7144168031673,3.91986586601168e-09,5.56013620263885e-09,-5.85021871238292,-2.79492720053057,4.20827355768208,4.90927039647618e-09,0.00519114035365626,2.57329225167816e-05,1.8733147939233e-08,0.0128922605058798,8.02925713947671e-05
ANXA2,vsBoth,2486,3,2,37.2228017154112,8.26363843661751e-09,1.16120303381007e-08,-3.6642183000708,-6.01402004579003,-3.09087641991035,0.000248095122732832,1.80978116185002e-09,0.00199566673634482,0.000710826022987324,7.01780466011502e-09,0.00520131814957508
HLA-DRA,vsBoth,2486,3,2,36.9425807395919,9.50649707183642e-09,1.33355115722228e-08,-5.81894839665233,-3.02170193579444,3.86110845889677,5.9219011624679e-09,0.00251357920915402,0.000112873781201139,2.25163555385461e-08,0.00647847660979731,0.000333961018020009
