Gene,Pattern_1 x Pattern_15,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
SAMD13,vsBoth,2158,3,2,144.01209252539,5.34775428576827e-32,2.2524520087633e-31,-8.07868366786186,-2.14257532077976,10.4191393915754,6.54696115145463e-16,0.0321472146021314,2.02779735214841e-25,4.06416372561999e-15,0.0627601955011281,1.64170773690751e-24
SRGAP2B,vsBoth,2158,3,2,140.397787801611,3.25842510495348e-31,1.34596507890763e-30,-7.99220480644112,-2.13621119622921,10.2771099767506,1.32546601219241e-15,0.0326622032651923,8.93671831867272e-25,8.12854567431257e-15,0.0637036012561458,7.12377776306515e-24
TCHH,vsBoth,2158,3,2,138.706791843146,7.58931973753408e-31,3.10050763766735e-30,-2.07043495058119,-7.90417808873706,-10.8656982448734,0.0384116317220227,2.69707205847582e-15,1.67933580624624e-27,0.0739200140901006,1.63794057012406e-14,1.42929080896832e-26
SLC2A13,vsBoth,2158,3,2,126.05438649297,4.24265544474614e-28,1.63261385471783e-27,-7.58837498329097,-2.04470822017986,9.72758151152879,3.23942302653698e-14,0.0408836327314638,2.29996077827931e-22,1.88686789812093e-13,0.0782704785526975,1.72701515271076e-21
OTUD7A,vsBoth,2158,3,2,118.140198273106,2.21912568182057e-26,8.15320080257176e-26,-2.32486299992988,-7.60209944741344,-9.85744493010081,0.0200792869858226,2.91364684853366e-14,6.36484211920362e-23,0.0405383021849379,1.69937437693943e-13,4.84120147730326e-22
PTH2,vsBoth,2158,3,2,112.433013863224,3.8501818973137e-25,1.36949180957461e-24,-7.81308772456135,-2.82185436112362,8.69684858435901,5.58037276555703e-15,0.0047746855035666,3.41228275622188e-18,3.35470355279403e-14,0.0108698653808795,2.27487092029652e-17
KLK13,vsBoth,2158,3,2,106.951722908418,5.96662104254347e-24,2.06345238892594e-23,-2.1541948173741,-7.19075648198273,-9.40384017709304,0.0312248971327659,6.44333143505426e-13,5.2607178317568e-21,0.0611107321755733,3.52170596666543e-12,3.81744960731868e-20
AL121772.3,vsBoth,2158,3,2,104.456359646771,2.07773283375602e-23,7.09749786920072e-23,-7.09165125353932,-2.10889381155348,8.72638424557721,1.32521130472503e-12,0.0349537484986853,2.62944221604282e-18,7.11473558079797e-12,0.0678423224245142,1.75784163254393e-17
AL359715.2,vsBoth,2158,3,2,102.264423728346,6.21673764442421e-23,2.09894089609437e-22,-2.10778196501836,-7.03238978503464,-9.19490150050066,0.0350498535575744,2.03025668992556e-12,3.7533831481206e-20,0.0680160130279527,1.07964180306876e-11,2.65015601162285e-19
HIPK1-AS1,vsBoth,2158,3,2,101.44560954364,9.36193843723734e-23,3.14532056226816e-22,-2.4154565825904,-7.23362379152079,-9.01826149703629,0.015715495977137,4.70273380692371e-13,1.91097721642683e-19,0.0322983730230595,2.59064673457615e-12,1.32404403567855e-18
