Gene,Pattern_1 x Pattern_16,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
L1CAM,vsBoth,2706,3,2,530.281311378229,7.09375697680119e-116,5.43777762758914e-115,-2.15779780889522,-16.6914670773699,-20.2629024078541,0.0309435553252271,1.51208957961437e-62,2.73363568154908e-91,0.0863149104059801,2.17588833270611e-61,5.46727136309817e-90
SLC2A1-AS1,vsBoth,2706,3,2,315.560861811666,2.9979853430413e-69,1.39583406298868e-68,-3.55254656182855,-14.1147950781344,-14.6353483919277,0.000381521491179864,3.07909687103483e-45,1.67117455966426e-48,0.00131362877268487,3.43770654677785e-44,1.96818984856162e-47
AC005841.1,vsBoth,2706,3,2,274.10534782349,3.01148004706017e-60,1.24033433251392e-59,-2.04451320965125,-12.3368505747856,-14.3260462619602,0.0409028737756347,5.73558226170843e-35,1.50445153258382e-46,0.112393380919776,5.33614808666993e-34,1.71945733109326e-45
MKRN3,vsBoth,2706,3,2,269.134584602451,3.61549286586826e-59,1.46548069652083e-58,-4.84225415516138,-13.94970703607,-12.5383343881431,1.28374416883893e-06,3.15900323425922e-44,4.60574238034688e-36,5.27113409599217e-06,3.46073576310852e-43,4.36853355263445e-35
PCOLCE2,vsBoth,2706,3,2,223.450931536901,3.00778458128119e-49,1.04444900879307e-48,-4.72341656619346,-12.8797285653332,-11.2112283256358,2.31915128636819e-06,5.85410806213582e-38,3.59173954591849e-29,9.372935416973e-06,5.73909032187219e-37,2.98825359399632e-28
APOC1,vsBoth,2706,3,2,208.353314751785,5.71021628842336e-46,1.87246699603218e-45,-10.1456031076971,-14.3945094293947,-5.4895146149661,3.46630638671629e-24,5.60209702848555e-47,4.03039769345692e-08,2.57524773296637e-23,6.44053612688039e-46,1.7975142654241e-07
ANGPTL4,vsBoth,2706,3,2,207.950980256044,6.98261961730203e-46,2.2861717687717e-45,-2.60384192567284,-11.2826885335056,-12.0400435158382,0.00921852632841057,1.59786697563212e-29,2.18840180566966e-33,0.0274286512946644,1.33912538095612e-28,1.97953048365347e-32
ANKDD1A,vsBoth,2706,3,2,198.789136064957,6.81534071838226e-44,2.15744504705672e-43,-6.00739690790914,-12.9099350990557,-9.39610361028371,1.88525603165198e-09,3.95634377052003e-38,5.66210869844681e-21,8.94515987710032e-09,3.88906127837952e-37,3.88795466731739e-20
AC097382.3,vsBoth,2706,3,2,195.228826158482,4.04202546678877e-43,1.26015388872699e-42,-5.53368274256479,-12.6018187053863,-9.64972702113533,3.13575948594056e-08,2.06331248234373e-36,4.9286752590839e-22,1.40603409208302e-07,1.96759527473419e-35,3.4771729501549e-21
CLEC18B,vsBoth,2706,3,2,189.723793687055,6.3387213114862e-42,1.93492525147483e-41,-2.43265459370792,-10.742324876125,-11.5306486537103,0.0149885915453266,6.44018474578006e-27,9.24445488616886e-31,0.0434238486633997,5.12231587818311e-26,7.95301026016119e-30
