Gene,Pattern_1 x Pattern_7,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
HLA-DPA1,vsBoth,2409,3,2,80.7410702693624,2.93291420870624e-18,6.60575525464185e-18,-3.74362770187319,-8.65182033603301,-5.63487173297186,0.00018138235015562,5.06843938841806e-18,1.75188679908944e-08,0.000680273040922102,4.36334483935177e-17,9.04985881036538e-08
C1QC,vsBoth,2409,3,2,75.9369670948045,3.2396426596701e-17,7.01050800407209e-17,-3.86639004325548,-8.45724766252703,-5.2587282652518,0.000110458230974103,2.73762095765059e-17,1.4505504905553e-07,0.000423580017912897,2.27558026396949e-16,7.07053393556631e-07
HLA-DMA,vsBoth,2409,3,2,75.3719971947312,4.29713268799577e-17,9.24432877268409e-17,-3.79079307911588,-8.40904332753745,-5.29330436050474,0.00015016702155226,4.1336840570193e-17,1.20125743353672e-07,0.000568382226276442,3.40975265984368e-16,5.89039533913296e-07
A2M,vsBoth,2409,3,2,68.1877666896316,1.5603233104786e-15,3.15171336115821e-15,-2.92335158935723,-7.78134399975453,-5.60258839499399,0.0034628525949165,7.17580781454514e-15,2.11174280698671e-08,0.0112541725234356,5.28072961178496e-14,1.08480328545054e-07
CLU,vsBoth,2409,3,2,64.9326032339932,7.94445958299779e-15,1.56417844310802e-14,-6.59437096164098,-7.79670000393724,-1.1963004969533,4.27062665441789e-11,6.35470699146421e-15,0.231579314915494,2.5791553876174e-10,4.69096495961688e-14,0.571823000685234
HLA-DPB1,vsBoth,2409,3,2,62.7222566732617,2.39902634459103e-14,4.64110908616457e-14,-2.4677463325298,-7.33619632314625,-5.62962193809788,0.0135966634147476,2.1974961002485e-13,1.80605052749478e-08,0.0406386082303732,1.4985429578081e-12,9.31787143933515e-08
HLA-DQB1,vsBoth,2409,3,2,58.5189023565772,1.96237412920737e-13,3.66334025898784e-13,-2.81177704944606,-7.24499593589139,-5.10803963611613,0.00492686404370147,4.32452172930563e-13,3.25518377526128e-07,0.0156893565392543,2.90913120566701e-12,1.54530019318755e-06
COMP,vsBoth,2409,3,2,56.0729891391629,6.66661102993382e-13,1.21834298972321e-12,-7.47607570950277,-5.15897795160637,2.9597922665048,7.65748517771677e-14,2.48301546335863e-07,0.00307846544616201,5.34230115253593e-13,1.188903233921e-06,0.0100730560349953
TIMP1,vsBoth,2409,3,2,54.4303885953377,1.51562336784853e-12,2.72799340140004e-12,-3.98034833804719,-7.31225401909758,-3.77856132563119,6.88143566991642e-05,2.62697888498403e-13,0.000157737009964355,0.000269784361745506,1.78376264865677e-12,0.000595733304475683
C1QB,vsBoth,2409,3,2,53.3274850766475,2.63077525786264e-12,4.6874225035682e-12,-2.45644433989671,-6.83425244240956,-5.05457364207965,0.014031953727478,8.24337531603066e-12,4.31353297190586e-07,0.0418835787334865,5.1774626600465e-11,2.029522054913e-06
SERPINA3,vsBoth,2409,3,2,49.9689282842628,1.41053897172695e-11,2.44323648537917e-11,-5.61025962572753,-6.90815011146646,-1.34027438772183,2.02023301524185e-08,4.91014272099783e-12,0.180156155105116,1.0389146848775e-07,3.12131140396505e-11,0.453104418249859
ANGPTL4,vsBoth,2409,3,2,49.966474938773,1.4122703031106e-11,2.44603555275724e-11,-2.26137823618829,-6.57096076416526,-4.98088345059579,0.0237358452804644,4.99916326365152e-11,6.32946530489572e-07,0.0685220191415638,3.00865335665292e-10,2.94171199003444e-06
HLA-DMB,vsBoth,2409,3,2,48.8683511264808,2.4455265550873e-11,4.19213352312362e-11,-2.2732241605395,-6.51259680972523,-4.89815875280871,0.0230126750491031,7.38625787552626e-11,9.67388645301196e-07,0.0665653965655461,4.4118481700887e-10,4.43338003833633e-06
BGN,vsBoth,2409,3,2,47.3490045324852,5.22750315935168e-11,8.83670170515296e-11,-4.28127085635648,-6.87762138280807,-2.90616259905869,1.85829009131541e-05,6.08601609286336e-12,0.00365891261241735,7.6686653739474e-05,3.85167017365719e-11,0.0118543046732406
CD68,vsBoth,2409,3,2,45.9362757655545,1.05941095111142e-10,1.7687157792453e-10,-3.55147726766732,-6.69988841840591,-3.5772652141235,0.000383075082026645,2.08578744253947e-11,0.000347207845705004,0.00138739759249326,1.27939633087757e-10,0.00126341762870129
IFI30,vsBoth,2409,3,2,39.7565411277919,2.32796681036255e-09,3.67206370183879e-09,-2.76692516444547,-6.11104489481034,-3.83222059284313,0.0056587743405589,9.89809139162831e-10,0.000126991790699726,0.0178787002316918,5.53356341194081e-09,0.000484221831969214
