Gene,Pattern_1 x Pattern_5,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
SLC39A6,vsBoth,1810,3,2,128.121039289605,1.5096275413314e-28,3.95461239916601e-28,-9.90170475026467,-2.37811971586088,7.84948193495576,4.09238816168146e-23,0.0174011754112465,4.1775934467582e-15,2.54773924493408e-22,0.0349760549088511,2.11329909268262e-14
EFNA1,vsBoth,1810,3,2,106.719878688029,6.69996892175816e-24,1.60121101271459e-23,-9.12366223387364,-2.34787020871609,7.03184747926382,7.26276591433592e-20,0.0188810993439271,2.0381653537474e-12,4.19950564424677e-19,0.0377878213057059,9.14234022671059e-12
IER3,vsBoth,1810,3,2,105.183631517119,1.44432398305819e-23,3.42091168596769e-23,-9.09145428653436,-2.40128404290901,6.92789493415927,9.77230489140087e-20,0.0163376493143753,4.27148777600289e-12,5.63505612394665e-19,0.0329427429656906,1.88516882459681e-11
FXYD3,vsBoth,1810,3,2,94.4988323797606,3.01883429849047e-21,6.80577816383768e-21,-9.07465826305864,-3.34026509098314,5.70522472773544,1.14034781638444e-19,0.000836984552539691,1.16189690085041e-08,6.56524153794575e-19,0.00197875898264518,4.13819125309734e-08
AZGP1,vsBoth,1810,3,2,92.3665348409231,8.76721794863659e-21,1.95489875028859e-20,-9.42860092477919,-4.79610123975897,4.22781077743174,4.15595174752836e-21,1.6178353694688e-06,2.35976111879388e-05,2.47547013434538e-20,4.91292907817932e-06,6.49705257425833e-05
TFF3,vsBoth,1810,3,2,86.443639081509,1.69434667852404e-19,3.66696260332195e-19,-9.06335594693087,-7.5213623959401,0.3307987380379,1.26497422800299e-19,5.42083614983812e-14,0.740796514173653,7.27583521655308e-19,2.62815429754079e-13,1
CRABP2,vsBoth,1810,3,2,82.8380603137193,1.02788317443893e-18,2.18203914173294e-18,-6.74804565715004,-9.03857780911482,-4.16350062900223,1.49849798771823e-11,1.58723322495782e-19,3.13405161869943e-05,6.40217191479963e-11,9.10635636486947e-19,8.53329647610258e-05
HSPA1A,vsBoth,1810,3,2,76.7553074649695,2.15177449537432e-17,4.4278022734299e-17,-8.71655666748392,-6.39521229751577,1.39327485118773,2.86790456656583e-18,1.6032444496575e-10,0.163536692523916,1.59231734313998e-17,6.4602156169296e-10,0.291538655328581
SPINT2,vsBoth,1810,3,2,70.7465715365315,4.34087404042617e-16,8.66662450839511e-16,-8.06872453998171,-3.51540512967397,4.37334113577932,7.10363298645021e-16,0.000439083606962007,1.22359294603506e-05,3.6895482692902e-15,0.00106957167899182,3.44999722452825e-05
MGP,vsBoth,1810,3,2,69.2875014449883,9.00347636389134e-16,1.78411877891204e-15,-8.22763958686725,-4.45851074038376,3.33879476993425,1.90938565056123e-16,8.25310623152107e-06,0.00084142704480586,1.01007704114566e-15,2.36031052272227e-05,0.00198848633841149
CLDN3,vsBoth,1810,3,2,65.6632239966157,5.51330574289282e-15,1.07246441895923e-14,-7.64211210887387,-2.99429630743502,4.57203717730566,2.1368698684132e-14,0.00275078659702268,4.83005213119382e-06,1.05474968891636e-13,0.00612337013991501,1.40979649447902e-05
DDR1,vsBoth,1810,3,2,62.0733283267646,3.31854733850955e-14,6.32420988840715e-14,-7.50801071862172,-3.13711499384427,4.24126989377445,6.00325911462224e-14,0.00170619194172573,2.22258678214564e-05,2.90613768725685e-13,0.00389465700414758,6.13299079349387e-05
CCND1,vsBoth,1810,3,2,61.6948458360066,4.00990834285291e-14,7.62393172466914e-14,-7.37248515674265,-2.80586994631122,4.51689082461297,1.67476246460855e-13,0.00501809413305843,6.27542390416425e-06,7.93150177107228e-13,0.0108243010063881,1.81314760234317e-05
KRT18,vsBoth,1810,3,2,54.7431941339164,1.29618333351423e-12,2.37331392232317e-12,-2.77478788419114,-6.99227204597811,-5.91279583636652,0.0055237721832451,2.70469758368779e-12,3.36348988976349e-09,0.0118508955226522,1.20508886297944e-11,1.24312891367329e-08
NUPR1,vsBoth,1810,3,2,53.8010054980086,2.07615653966594e-12,3.7789292738035e-12,-7.33450692658102,-4.76395999028589,1.96396346162098,2.22539258842422e-13,1.8983016014868e-06,0.0495343293508203,1.047377931452e-12,5.73082287625618e-06,0.0940676463313917
GRINA,vsBoth,1810,3,2,52.2690169204443,4.46608709806944e-12,8.05019508121791e-12,-6.56518483140607,-2.0352634345818,4.61651058560721,5.196836010095e-11,0.0418243732867478,3.90246125639071e-06,2.15467755664018e-10,0.0801542014237336,1.14820232598658e-05
IGFBP5,vsBoth,1810,3,2,51.9167796332376,5.32616410680342e-12,9.58257594879532e-12,-3.21782565081247,-6.97317433050424,-5.40063204487315,0.00129166306782929,3.09868248076724e-12,6.64065099940504e-08,0.00298944643602838,1.37703238804484e-11,2.23941909081351e-07
SLC9A3R1,vsBoth,1810,3,2,51.2537009638991,7.4199375001172e-12,1.33010597577769e-11,-2.24081073965863,-6.59643145013775,-5.99292945628605,0.0250383369922081,4.21172102015786e-11,2.06094268399153e-09,0.0493326208576934,1.75395696334392e-10,7.73527166535684e-09
XBP1,vsBoth,1810,3,2,49.5336798768294,1.75346895266657e-11,3.10755618550562e-11,-2.12415656494775,-6.45219978049582,-5.93636839264423,0.0336570538781198,1.10238119740573e-10,2.91404627282771e-09,0.0652513486451844,4.48912772701066e-10,1.08207392289479e-08
TAGLN2,vsBoth,1810,3,2,47.3100710783028,5.33026248553952e-11,9.30721860173717e-11,-6.86688170504795,-4.2173292175886,2.15024506218928,6.56204394248695e-12,2.47212920521661e-05,0.0315358354485945,2.8625074091429e-11,6.79545989325752e-05,0.0613511204558547
PPIA,vsBoth,1810,3,2,46.0340199899429,1.00888013146065e-10,1.74851115149257e-10,-2.87172592921794,-6.51975973391521,-5.20012536621334,0.00408236850379276,7.0420099979093e-11,1.99154151603363e-07,0.00890516098926483,2.89855442072804e-10,6.48906943962544e-07
TMBIM6,vsBoth,1810,3,2,42.7644696342086,5.173844932744e-10,8.7908513590008e-10,-4.29034640350266,-6.53944320962749,-3.663826798957,1.78394634329781e-05,6.17482832078607e-11,0.000248474838026379,4.95998166283152e-05,2.5502713970658e-10,0.00062089694035744
KRT8,vsBoth,1810,3,2,40.3488165582212,1.73127400720644e-09,2.89018209391373e-09,-3.74195939738415,-6.32774230080935,-3.99596917856336,0.000182591021256092,2.48774146831526e-10,6.44301167666236e-05,0.000462856278773631,9.8956545197229e-10,0.000170551963791809
RAB11FIP1,vsBoth,1810,3,2,39.8370918205919,2.23607014745589e-09,3.7173745755455e-09,-6.31123267206312,-4.09405140182873,1.69671217441071,2.76821642852665e-10,4.23900270825316e-05,0.0897510898566859,1.09824971539489e-09,0.000113973985183966,0.165320271408648
NQO1,vsBoth,1810,3,2,38.3550916214554,4.6913483050086e-09,7.72107879462061e-09,-5.51409239217653,-5.74989995759477,-1.30425503638987,3.50584402815582e-08,8.92962715169912e-09,0.192146640427733,1.20574430281343e-07,3.20504482527637e-08,0.339333819576299
H2AFJ,vsBoth,1810,3,2,37.976095992346,5.67016286194025e-09,9.30890152239404e-09,-2.8044507784275,-5.97841822655844,-4.57994301533067,0.00504023827248849,2.25314666154695e-09,4.65102633128408e-06,0.0108690595089662,8.42798559642393e-09,1.35965152587152e-05
CHCHD2,vsBoth,1810,3,2,37.5654225824292,6.96261098646563e-09,1.13981038253575e-08,-5.05206642715446,-5.93633193104622,-2.05191530689479,4.37055636473952e-07,2.91469408931762e-09,0.0401778939931588,1.38696219339774e-06,1.08224082996594e-08,0.0771478338209831
VMP1,vsBoth,1810,3,2,34.3673922615526,3.44520914785597e-08,5.50439074387688e-08,-5.7260709057687,-2.81791675993063,2.68915705398759,1.02783275691668e-08,0.00483363392412715,0.00716327086245469,3.67414019303454e-08,0.0104483006788879,0.015146795363542
COPS9,vsBoth,1810,3,2,33.9751314536179,4.19173620626296e-08,6.6739793332878e-08,-5.81147109153958,-3.48241923401167,1.93097985047726,6.19262281924956e-09,0.00049690508913762,0.0534855442737413,2.24870466079717e-08,0.0012044518478577,0.10123645268255
