Gene,Pattern_1 x Pattern_6,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
KNDC1,vsBoth,1803,3,2,78.8344695328988,7.60873483286558e-18,7.59190610170583e-17,-5.42598425249209,-8.72815599651771,-4.19049060937905,5.76360406954195e-08,2.58858446451421e-18,2.78351935310075e-05,4.05243862268329e-07,1.14529812645077e-16,0.000113124604951117
EYA1,vsBoth,1803,3,2,76.860551106809,2.04147181875033e-17,1.97199667302793e-16,-5.56670560598562,-8.5651450151484,-3.90012346369236,2.59600430024621e-08,1.07939910616804e-17,9.61436463672545e-05,1.96182648707783e-07,4.48048756251205e-16,0.000349850087115783
MKRN3,vsBoth,1803,3,2,73.5006763362962,1.09529454696291e-16,9.89498520632913e-16,-3.62477131943638,-8.56757062226085,-5.60422144973687,0.000289217250778071,1.05691043491997e-17,2.09193112538826e-08,0.000950731437762904,4.39913677834511e-16,1.60749874091599e-07
AC006449.5,vsBoth,1803,3,2,73.0326327489156,1.38409308578227e-16,1.24193506973515e-15,-2.10914955453159,-8.33323040285551,-6.69211705648202,0.0349316746105999,7.8665859989504e-17,2.19964794964668e-11,0.074212742542341,2.90840742276984e-15,3.09509785457219e-10
RAMP2-AS1,vsBoth,1803,3,2,72.2888453319438,2.00759767747757e-16,1.77436821823913e-15,-3.25389481603,-8.4749425943798,-5.83427133230798,0.00113834420026544,2.35195485086648e-17,5.40261437064887e-09,0.00329425758550639,9.40370039321922e-16,4.71565884030959e-08
AL157996.2,vsBoth,1803,3,2,72.0628161047562,2.2478033164619e-16,1.97514188640455e-15,-3.11901498192338,-8.44931267175241,-5.9261926045312,0.00181456734435763,2.93022749988336e-17,3.10038925297523e-09,0.00502090590261261,1.15839123501882e-15,2.8335422996567e-08
POU4F3,vsBoth,1803,3,2,71.5630855679201,2.88584774902555e-16,2.50670339297782e-15,-5.53284496209951,-8.21709733054848,-3.57309956563908,3.15077954592947e-08,2.08487855587392e-16,0.00035278054665443,2.34307156461139e-07,7.34533602324098e-15,0.00113986791997054
AL590666.4,vsBoth,1803,3,2,70.2547870483477,5.55094377988363e-16,4.6538814141903e-15,-6.18574833186842,-7.85289234305662,-2.62774276357233,6.18085491873021e-10,4.06550630211161e-15,0.00859534863485175,6.51171748013893e-09,1.18387128669908e-13,0.0203898388750692
AC013652.1,vsBoth,1803,3,2,70.0069508102442,6.28324195897903e-16,5.22855491586469e-15,-4.33269350386647,-8.34571690364278,-4.75654230019826,1.47296102473051e-05,7.07831794088076e-17,1.9693698796361e-06,6.34844255136825e-05,2.63833467086217e-15,1.00718446129239e-05
BX004987.1,vsBoth,1803,3,2,69.952571461683,6.45642498726067e-16,5.36845407862306e-15,-3.92247797534499,-8.3627998060251,-5.13349929862079,8.7642907184608e-05,6.12470931848958e-17,2.84404091044021e-07,0.000321660710871388,2.29978805495258e-15,1.72730657050678e-06
